,    last_scraped,source,name,description,neighborhood_overview,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
158,09/11/2024,city scrape,"Cozy & Luxe ""Lagom1Stay"" Top Floor Loft Downtown","This cozy ""Lagom"" loft is a well appointed stay. A short walk to downtown Bozeman & MSU. Enjoy the local foodie & shopping scenes. Venture to Yellowstone National Park. Enjoy unforgettable Montana experiences hiking & biking in the mountains or fishing in the rivers. Hit the local world class Big Sky Ski Resort or Bridger Bowl, & soak in local Hot Springs. Retire in luxury & comfort while watching the sun peak over the Mountains from your private balcony. City Hosting Permit Number #STR20-00391","Enjoy the quieter side of downtown ""South-Side"" Bozeman, Montana. Nestled in the ""Gallatin Valley"" surrounded by 7 Mountain ranges! During your stay at the ""Cozy Lagom1 SOBO Loft,"" you will be located in a beautiful & walkable historically established neighborhood with mature trees. Montana State University is right up the road. Take a walk through ""MSU"" campus to ""The Museum of the Rockies"" where you may explore early history in the Rocky Mountain Western regions, dinosaur bones, fossils, special exhibits & planetarium shows. ""Emerson Cultural Center, Rialto, Elm, & The Willson Auditorium"" for performance/concert venues are all short walkable distances away. If you enjoy breezing through the city there are scooters strewn across the town during summer months. Walking distances to parks, playgrounds, & trails. Montana mornings & evenings tend to be on the cooler side no matter what time of year so don't forget to bring clothing options.<br /><br />In the winter the fun is just beginnin",Abigail,04/02/2019,"Bozeman, MT","We are Abigail & Eric! We are excited to have you stay! Born & raised Montanans, designer & builder come together to create a beautiful Montana experience just for you.  We are excited to help you navigate Montana & can send a guide on what to bring based on what adventures you plan on having. We have recommendations galore! Want to go skiing, hiking, have day trips, or enjoy fishing? Go out & have an incredible meal, enjoy local walks, & events? We are happy to assist. Montana is truly ""Big Sky"" country & has the ability to take your breath away. These trips are memories which last. 

Our family enjoys an array of outdoor adventures & love traveling to experience local moments wherever we go. We ski, snowboard, ice-skate, sled, hike, & dip into hot springs. On our hikes we love waterfalls & enjoy sitting around a fire in the mountains sipping on honey tea. Life is a sensory experience & we are thrilled to share these beautiful places we enjoy immensely with you. ",within an hour,100%,99%,t,1,1,"['email', 'phone']",t,t,Bozeman,Entire condo,Entire home/apt,4,1.0,1,2.0,"[""Children\u2019s dinnerware"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Stainless steel oven"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Mountain view"", ""Drying rack for clothing"", ""Clothing storage: walk-in closet and closet"", ""Whirlpool refrigerator"", ""Exterior security cameras on property"", ""First aid kit"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Free parking garage on premises \u2013 1 space"", ""Outlet covers"", ""Hair dryer"", ""Bed linens"", ""City skyline view"", ""Pack \u2019n play/Travel crib - available upon request"", ""Stainless steel electric stove"", ""Super Nature - Sulfate, Paraben, & Dye Free conditioner"", ""Hot water kettle"", ""Essentials"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Elevator"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Wine glasses"", ""40 inch HDTV with DVD player, Hulu, Disney+"", ""Coffee maker: drip coffee maker, french press"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Private patio or balcony"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Neutrogena body soap"", ""Super Nature - Sulfate, Paraben, & Dye Free shampoo"", ""Kitchen"", ""Room-darkening shades""]",178%,2,28,2.0,1125.0,t,19,38,68,118,58,2,21/07/2022,04/11/2024,4.99,5.0,5.0,4.95,5.0,4.97,4.94,f,1,5.12
159,09/11/2024,city scrape,GREAT Location in Downtown Bozeman!,"Conveniently located in downtown Bozeman. Walking distance to shopping, restaurants, coffee shops, bars, nightlife. Centrally located for easy access to Bridger Bowl, Big Sky, and other outdoor activities. Designated, free parking space.","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",John,19/09/2020,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,100%,t,1,1,['phone'],t,f,Bozeman,Entire condo,Entire home/apt,4,1.0,1,2.0,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Wifi"", ""First aid kit"", ""TV"", ""Fire extinguisher"", ""Hair dryer"", ""Dryer"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Dishes and silverware"", ""Heating"", ""Washer"", ""Iron"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",129%,2,1125,2.0,1125.0,t,12,33,61,261,61,6,19/10/2020,04/11/2024,4.94,4.96,4.88,4.86,4.94,4.95,4.88,t,1,4.61
160,09/11/2024,city scrape,Immaculate Downtown Bozeman Condo 1 Block off Main,"Enjoy downtown Bozeman and beyond in this beautiful and cozy Montana Mid-Century Modern condo, a conveniently located 2020 construction only one block from Main! Perfect for couples or the single traveler, you'll have a reserved parking space, a fully-equipped kitchen, high speed WiFi, smart TV with cable, a private balcony to enjoy your morning coffee, convenient 24-7 keyless access from your phone (or a code), and many more amenities as described below. We look forward to welcoming you!","During your stay, you will be conveniently located in the heart of Bozeman. <br /><br />Social life can be found less than a block to the north at Bozeman’s legendary “Barmuda Triangle”, a favorite collection of three unique drinking establishments  popular among locals and visitors alike - the Molly Brown, the Scoop Bar, and the Haufbrau. (As an aside  - the condo sits at the opposite side of the building as this area, so you won’t hear any noises from the famous “Triangle”. Just another perk of this particular unit!). <br /><br />Also within a stone’s throw north, you can grab a bagel at Bagelworks, a cold treat from Sweet Peaks Ice Cream, or hit up Maven’s Market for some quality cheese and wine.<br /><br />A few blocks west of the building you will find the Bozeman Co-Op, which offers a host of local and organic groceries in addition to a very popular soup, salad, and entrée buffet. Here you will also find a fine sampling of local beers and wine. If you're in the mood for delicious",Ambrose & Jill,01/02/2015,"Bozeman, MT","Ambrose is a front-end web developer, video game developer, and short-story writer. Jill is a software engineer, a violinist for the Bozeman Symphony Orchestra, a private math tutor, and fluent German speaker. We both love meeting new people and sharing the beauty of Bozeman.

As guests, we are respectful of the space, clean and tidy, laid back, and polite. We love exploring new areas,  eating at exotic restaurants, and learning about the local history and architecture. Being hosts ourselves, we are mindful of what goes into hosting and want to make things as easy and pleasant as possible for all parties. ",within an hour,100%,100%,t,1,1,"['email', 'phone']",t,t,Bozeman,Entire condo,Entire home/apt,2,1.0,1,1.0,"[""Refrigerator"", ""Portable fans"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Cleaning available during stay"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""TV"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Elevator"", ""Clothing storage: closet"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Electric stove"", ""Hot water"", ""Coffee"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",126%,2,15,2.0,1125.0,t,21,47,74,338,50,5,14/12/2020,05/11/2024,4.99,4.98,5.0,4.96,4.99,4.97,4.94,f,1,3.99
161,09/11/2024,previous scrape,Downtown Creekside Hideaway - 30 Day Minimum,"Beautifully renovated 3 level 3Bd/3Ba + Office modern home minutes from Main Street.   <br /><br />Tucked into a quiet culdasac just 8 blocks south of charming Downtown Bozeman, you’ll feel like you are far from it all on 1/3 of an acre with direct access to the popular Gallagator trail. You can walk, run, bike or cross country ski on the miles of Bozeman city trails by crossing a private bridge in the backyard that spans a peaceful creek.<br /><br />Thirty day minimum booking in window 1/1/23 - 3/31/23","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Kelly,25/07/2012,"Las Terrenas, Dominican Republic","We are both avid travelers and have lived, worked, studied and guided others through Latin America. We met doing what we love, backpacking in the mountains of southern Patagonia, and now make our permanent home base in Bozeman, Montana. We maintain deep connections to the Dominican Republic. Our twin daughters are 10 and love animals , so always vote to stay where there might be horses, goats, dogs and cats to meet.",a few days or more,0%,0%,f,1,1,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire home,Entire home/apt,5,2.1,4,2.6,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Private sauna"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Wifi"", ""Blender"", ""Mountain view"", ""Indoor fireplace"", ""First aid kit"", ""TV"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Coffee maker: pour-over coffee"", ""Stainless steel gas stove"", ""Private backyard \u2013 Not fully fenced"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Washer"", ""Wine glasses"", ""Oven"", ""Iron"", ""Coffee"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Kitchen"", ""Room-darkening shades""]",198%,30,90,30.0,90.0,t,23,53,83,173,0,0,2018-01-01,2024-10-01,4.9,4.9,4.9,4.9,4.9,4.9,4.8,f,1,2.1
162,09/11/2024,previous scrape,Lamme Hideaway,3 Bedroom Nestled in Old Town Bozeman,"Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Dream MT,16/11/2016,"Bozeman, MT","Dream MT Properties, formally ""Cozy Creek"", is proud to be a small rental agency that gives special attention to its owners as well as guests. When planning your next trip to the Big Sky area, you will deal with very few people who understand what it takes to make a vacation great for your group coming in.  We pride ourselves in have a properties that are clean, well stocked, and in a great location.

Not only are we a small company that delivers one on one customer service, we also love giving free advice on where to eat, hike, ski, fish, play and sight see while you are visiting.

",a few days or more,0%,100%,f,3,23,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,6,2.1,3,2.6,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Stove"", ""Lockbox"", ""Body soap"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Coffee maker"", ""Extra pillows and blankets"", ""High chair"", ""BBQ grill"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Heating"", ""Baking sheet"", ""Washer"", ""Backyard"", ""Oven"", ""Iron"", ""Crib"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",198%,30,65,30.0,65.0,t,0,0,0,0,1,0,25/11/2020,10/05/2024,4.65,4.65,4.84,4.78,4.49,4.84,4.54,t,3,0.77
163,09/11/2024,city scrape,*Downtown + Privacy * ~ 2 Separate Flats Included!,"Vintage House offers a high-end rental experience for groups in Beautiful Downtown Bozeman. You will have access to both units that are specially furnished, luxurious, and include all the necessary needs for a rejuvenating and sophisticated stay. 1 block to beautiful Main Street, you will be close to all the superb eateries, fantastic shopping, art galleries, and bustling nightlife that Bozeman has to offer. You'll be close to hiking, skiing, and plenty of other outdoor activities! - STR23-00095","One block from Historic Main Street, Bozeman is referred to as one of the “most livable places” for good reason! It is surrounded by mountains and rivers and offers unending opportunities no matter what time of year it is. Located in the heart of Downtown Bozeman, VRBozeman's properties offer something for everyone. In the warmer months you can explore the mountains, fly fish on world renowned rivers and streams, mountain bike on miles of trails and enjoy several other outdoor activities. In the winter you are 45 minutes from the largest ski resort in America, Big Sky and 15 minutes from the local hill Bridger Bowl. There is Nordic skiing, snow shoeing, ice climbing, hunting, snowmobiling and much more. If you need a break from the outdoors don’t fret. Bozeman has amazing eateries, shops, nightlife and offers a rich arts and cultural experience with a number of galleries, museums and historical points of interest. This area is perfect for a family getaway, a romantic vacation, or even ",VR Bozeman,24/01/2018,"Bozeman, MT","VR Bozeman | Vacations Rentals is local & professional Vacation Rental management team striving to blend constancy and cleanliness + hospitality of a hotel and the privacy + personality of a Vacation Rental. 

Our team of friendly, professionals are here to assist you with your questions. 

Unwritten & Company | Reservations & Guest Services 

At your service,

VR Bozeman | Vacation Rentals
A Beautiful Way To Stay!",within an hour,100%,100%,t,7,10,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire home,Entire home/apt,6,2.0,3,3.0,"[""65 inch HDTV"", ""Private entrance"", ""Hangers"", ""Bosch refrigerator"", ""Carbon monoxide alarm"", ""Microwave"", ""Outdoor furniture"", ""Free driveway parking on premises \u2013 2 spaces"", ""Exterior security cameras on property"", ""Long term stays allowed"", ""Tarocco conditioner"", ""Cleaning products"", ""Extra pillows and blankets"", ""Bosch stainless steel electric stove"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""City skyline view"", ""Essentials"", ""Bosch stainless steel oven"", ""Tarocco body soap"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Clothing storage: closet"", ""Wifi \u2013 45 Mbps"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Wine glasses"", ""Coffee maker: drip coffee maker, french press"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Mini fridge"", ""Hot water"", ""Ceiling fan"", ""Tarocco shampoo"", ""Coffee"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Keypad"", ""Kitchen"", ""Room-darkening shades""]",283%,1,360,2.2,1125.0,t,18,31,53,236,28,2,03/05/2021,18/10/2024,4.98,4.97,4.97,4.95,4.98,4.99,4.77,f,7,2.31
164,09/11/2024,city scrape,"The Aviation Suite - great location, lovely views","Welcome to the Bozeman Aviation Suite. A space that blends the beauty and character of the Bridger mountains with the magic of flight. Enjoy the newly renovated space, gorgeous views, a stocked kitchen, and comfortable sleeping spaces. A short drive to vibrant downtown Bozeman as well as Bridger Bowl Ski area. In the summertime, enjoy the long days from the private roof deck. We can't wait to welcome you!","Baxter Meadows West is a lovely and quiet enclave. There is a trail system running directly behind the house that you can walk, jog, snowshoe, on etc.",Orlando,28/06/2013,"Bozeman, MT",I really enjoy hosting and creating spaces that feel inviting and make trips even more special.,within an hour,100%,100%,t,3,4,"['email', 'phone']",t,t,Bozeman,Entire guest suite,Entire home/apt,2,1.0,1,2.0,"[""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Free driveway parking on premises \u2013 1 space"", ""Outdoor furniture"", ""Wifi"", ""Stove"", ""Body soap"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Extra pillows and blankets"", ""BBQ grill"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Shared patio or balcony"", ""Essentials"", ""HDTV"", ""Self check-in"", ""Freezer"", ""Shower gel"", ""Dishes and silverware"", ""Heating"", ""Backyard"", ""Oven"", ""Mini fridge"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",100%,30,180,30.0,1125.0,t,30,60,90,270,1,0,20/12/2020,31/07/2024,4.93,4.93,4.96,5.0,4.96,4.96,4.93,f,3,0.57
165,09/11/2024,city scrape,Trailer Glamping of Story Hills,"Welcome to the Trailer Glamper of Story Hills.  The best feature of our 33 ft trailer is the location.  Our property is 3 acres of mountain views and one mile from downtown.  It’s a short walk to local coffee shops, breweries, etc. Access Bozeman's trail system from our gate; Bridger Bowl  is 20 minutes away and MSU is 15 minutes by bike. We have the best of all worlds, a country feel, the amenities of a city, and easy access to wilderness adventures.","We live in the ecclectic and unique Northeast side of Bozeman.  Its not trendy but is well known for the Wild Crumb Bakery, Mountains Walking Brewery, Fink's Deli and other local food trucks. The Story Mill Community Park is just outside our back gate and links you to an amazing trail system that takes you to the Bridger Mountains. Beautiful, historic, downtown Bozeman is one walkable mile away.",Lei-Anna & Troy,30/07/2013,"Bozeman, MT","We have lived in Bozeman since 1991; married in 1998; and have owned this property since 2002. This is the place our three kids call home with space enough to ride horses, build snow forts and ski jumps, have huge backyard BBQ's and bonfires. Troy comes from an entrepreneurial background including the fitness business, film industry, insurance, and communication coaching. Lei-Anna has been in public education and currently consults with and travels to school districts around the country. We have a deep love and respect for the wilderness that surrounds us, the Greater Yellowstone, in addition to exercise, meditation, and a belief in a healthy organic and sustainable lifestyle.",within an hour,100%,91%,t,2,2,"['email', 'phone']",t,t,Bozeman,Camper/RV,Entire home/apt,6,1.0,1,3.0,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Hammock"", ""Microwave"", ""Free washer \u2013 In building"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Mountain view"", ""Stove"", ""Body soap"", ""BBQ grill: gas"", ""Long term stays allowed"", ""Shared gym nearby"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Essentials"", ""Coffee maker: french press"", ""Freezer"", ""Private backyard \u2013 Not fully fenced"", ""Free dryer \u2013 In building"", ""Dishes and silverware"", ""Fire pit"", ""Toaster"", ""Clothing storage: closet"", ""Heating"", ""Baking sheet"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Host greets you"", ""Oven"", ""Iron"", ""Bikes"", ""Indoor fireplace: electric"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",80%,1,150,1.0,150.0,t,21,32,45,228,12,1,07/11/2021,16/10/2024,4.91,4.84,5.0,4.91,4.98,4.93,4.93,f,1,1.23
166,09/11/2024,city scrape,Modern loft near Downtown & MSU w/mountain views,"This brand new, modern/industrial 1 bedroom/1 bathroom condo with views of the Bridger Mountain Range is perfectly situated to be your home base when visiting Bozeman! Upon entering, take the staircase up to the bright and open main living area perfect for entertaining and enjoying the views! The kitchen is well equipped with beautiful stainless steel appliances and a large island with bar seating for 4. Stay longer and settle into work or school from home at the desk tucked away in the corner.",North Bozeman,Stay Montana,20/06/2016,"Montana, United States","Stay Montana is a locally owned and operated Vacation Rental Company with locations in Big Sky, Bozeman and Flathead Valley. We know how valuable quality time with friends and family is and  the importance of creating memories that last a lifetime. Our Guest Services Team is happy to help you plan an amazing trip! From Yellowstone National Park to Glacier National Park and beautiful spots in between, we would love to assist with your planning!",within an hour,99%,99%,t,247,364,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire condo,Entire home/apt,4,1.0,1,2.0,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Stove"", ""Body soap"", ""Coffee maker"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Dryer"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Washer"", ""Kitchen"", ""Oven"", ""Iron"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""TV with standard cable""]",165%,1,365,2.2,1125.0,t,19,49,79,354,2,0,08/02/2021,14/07/2024,4.84,4.93,4.92,4.95,4.9,4.62,4.64,t,11,1.33
167,09/11/2024,city scrape,Basecamp Bozeman   (STR22-00050),"Cozy apartment in old Bozeman.  Just 4 blocks from campus, 5 blocks from Coop, and easy walking distance to all downtown venues.  Charming neighborhood with streets lined with mature trees.<br />Wifi, TV, shower/full bathtub, washer/dryer, 2 bedrooms  with 2 queen beds and living room with pullout couch. 2 quiet students live in downstairs apartment with separate entrance.<br />Peaceful enclosed backyard with BBQ.",Old Bozeman. Quiet. Trees and yards.  Residential.,Richard,06/08/2018,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,95%,t,1,1,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,4,1.0,2,3.0,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Wifi"", ""First aid kit"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishes and silverware"", ""Dedicated workspace"", ""Washer"", ""Backyard"", ""Iron"", ""Hot water"", ""Smoke alarm"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",155%,30,365,30.0,365.0,t,0,0,0,131,18,1,22/05/2022,18/10/2024,4.96,4.98,4.87,4.98,4.98,5.0,4.91,f,1,1.5
168,09/11/2024,city scrape,"3 bedroom apt,  blocks from downtown","""Experience all the Bozeman has to offer, Mother Nature  by day, downtown fun at night. This completely remodeled 3 bedroom apartment has an open feel with lots of light yet very cozy. Hit the slopes at Big Sky or Bridger,  a day trip to Yellowstone National Park. Things to do, see 5thandBeall. This is the perfect Montana home base for the adventurous! We have the fastest WIFI available. There are 2 additional units in the building if more space is needed.  Not a good fit for partiers.","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Dan,04/11/2020,"Bozeman, MT","I am a real estate broker in the Bozeman / Big Sky area. Have lived in Bozeman for about 20 years, grew up in Scottsdale where I have a winter home. ",within an hour,100%,100%,t,3,3,"['email', 'phone']",t,f,Bozeman,Entire rental unit,Entire home/apt,6,1.0,3,4.0,"[""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Wifi"", ""Stove"", ""Body soap"", ""TV"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Shower gel"", ""Dishes and silverware"", ""Heating"", ""Washer"", ""Iron"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",155%,2,1125,1.3,1125.0,t,26,56,59,97,33,4,07/02/2021,22/10/2024,4.9,4.94,4.96,4.96,4.94,4.95,4.8,t,3,3.1
169,09/11/2024,city scrape,Cozy Studio in the Heart of Downtown,"This cozy space is a perfect eat, sleep, play location in the heart of Bozeman. Walkable to downtown with breweries, eateries, music and shops just a few blocks from the front door!","Recommended hiking trails:<br />Sypes Canyon<br />The ""M"" Trail<br />Middle Cottonwood<br />Hyalite (any hikes) <br />Drinking Horse<br />Galligator Trail<br />Lava Lake<br />Pete's Hill<br />Bear Canyon<br /><br />Recommended Drinking Spots:<br />Feel free to take a growler or two to fill at one of our local craft breweries:<br /><br />The Bozeman Brewing Company. This is a great place to go after a day on the mountain or the river. The patrons are local. The owners and employees are friends. The beer is outstanding.<br /><br />Bridger Brewing is across town on campus and also one of our favorites. The pizza at Bridger Brewing is excellent.<br /><br />MAP brewing is a great place to have a beer.<br /><br />The dive bars are The Filler, The Eagles, The Crystal, and The Hauf. Each often feature live music. The Hauf has live music nightly.<br /><br />Plonk and the Open Range feature outstanding mixed drinks, wine and beer imports.<br /><br />The Taproom and the Shine Beer Sanctuary have ",Katie,13/12/2019,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,100%,t,9,13,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,2,1.0,0,1.0,"[""Radiant heating"", ""Refrigerator"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""43 inch TV with Netflix, premium cable"", ""Mountain view"", ""Fast wifi \u2013 428 Mbps"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Long term stays allowed"", ""Cleaning products"", ""BBQ grill"", ""Other stainless steel electric stove"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Private backyard \u2013 Not fully fenced"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Clothing storage: closet"", ""Kirkland Brand conditioner"", ""Dining table"", ""Iron"", ""Mini fridge"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Kirkland Brand shampoo"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Keypad"", ""Kitchen"", ""Room-darkening shades""]",80%,2,1125,2.0,1125.0,t,22,45,45,45,77,5,28/03/2021,01/11/2024,4.81,4.82,4.9,4.93,4.94,4.81,4.71,f,5,6.33
170,09/11/2024,city scrape,"Cannery North - Cozy, Modern 1 bedroom in Bozeman'","Cannery North - Cozy, Modern 1 Bedroom in Bozeman's Cannery District","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Mountain Home,13/11/2017,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,97%,100%,t,111,196,"['email', 'phone']",t,t,Bozeman,Entire condo,Entire home/apt,2,1.0,1,1.0,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Blender"", ""Stove"", ""Lockbox"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Free washer \u2013 In unit"", ""Oven"", ""Free dryer \u2013 In unit"", ""Mini fridge"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",165%,1,1125,1.1,1040.7,t,18,24,24,24,13,1,28/02/2021,11/10/2024,4.73,4.92,4.86,4.55,4.69,4.9,4.76,t,41,1.09
